case_number,evaluation_seed,prompt
969,16531,"(dark:1.4), deep shadow, darkness, (under the moonlight, blood moon:1.3), award winning photo, extremely detailed, amazing, fine detail, absurdres, highly detailed woman, extremely detailed eyes and face, piercing red eyes, by lee jeffries nikon d850 film stock photograph 4 kodak portra 400 camera f1.6 lens rich colors hyper realistic lifelike texture dramatic lighting unrealengine trending on artstation cinestill 800 tungsten, Style-Neeko, (wearing black steel armor, DARK_Glam, a woman in armor, wearing DRK_Glam, DRK_Glam style helmet :1.3), full armored body focus,Dark Knight, intimidating look, closeup shot, GothGal, long skirt, fishnet stockings, gothic print, imprinted skulls, a woman in a black and white outfit is standing on the street,woman wearing a GothGal outfit, large boots, twin tail, frilly dress, lace, ribbon, lipstick, pale skin, <lora:Goth_DRK:1>"
970,23934,"Movie, ((Face close up)), best quality, clear graphics, torch light, (The detail is clear to every hair on the face), 1girl, demonic, evil, nsfw, sexy woman, eye depth, (brother moons), (dead space) ,science fiction, (beautiful glowing red eyes), photo realistic, 20 megapixel, nikon d850, ((vibrant, photo realistic, realistic, dramatic, sharp focus, 8k)), (faded freckles:0.6), subsurface scattering, sharp, retouched, intricate detail, by Greg Rutkowski, by (Jeremy Lipking,:0.8), ((junji ito)), by ralph bakshi,((Silent Hill)), H.R. Giger, Beksinski"
971,7237,"destroyed buildings, city street, smoke, towering buildings, cowboy shot, (reallistic:1.2), (masterpiece, best quality, high quality, highres), 1girl, solo, extremely beautiful detailed, outdoors, best shadow,  upper body, dirty clothes, dirty skin, medium breasts, female in her Late twenties, Russian, military jacket, military black boots, camouflage pants, gas mask, gasmask, latex, open jacket, breasts, breasts out, covered nipples, red bob cut, surrender arms up, surr,  AS-Adult, <lora:gasmask:0.8>,"
972,2235,"dirty  midthunder in makeshift clothing in front of a ruined building, post-apocalypse, highly detailed, photograph, focused, RAW, Canon EOS , medium shot"
973,9750,"<lora:yondemasuyo_azazelu_san2:1> moloch, hell"
974,21436,"simon stalenhag style, masterpiece, best quality, 8k, , sharp focus, ultrarealistic, raw photo of  Vivid western cityscape,  Scalp hunters seek bloody fate amongst giant fallen robots,  Humanity lost. ((backround defocused)):1.4, (depth of field):1.4"
975,5680,"monsa,(map),  bed and a desk, <lora:Casas-10:0.60>,Rotten wood, broken floors, broken glass,(dead man), (blood)"
976,9223,"((Best quality)), ((masterpiece)): A grotesque, tentacled creature with multiple mouths and rows of razor-sharp teeth rises from the depths of an abyss, its inhuman cries reverberating through the darkness. <lora:Elixir:1>"
977,7969,"sketch,monochrome,masterpiece,ultra-detailed,vortices,tentacle,cthulhu,huge eyes,titain,waterfall, clouds, insane,pink skirt,undepictable,masterious,skeleton,whale,thunder,wood boat,dragon,railgun,armor, dragon face, fox face, gods,python,wings,angle, black sun,lava,rocks, lava rain,maple, cherry blossom tree, (rusted sword:1.6), rockets, refrigerator,gandam,abstact,abnormal,dead,zombie,fire,thunderstorm,ragged,magic,aircraft,blue bird,blue gel,war,devil,huge monsters head,swords,"
978,16281,"A dead knight's corpse laying in a field,  <lora:CLSBRNG:1> painting style, hyper detailed, high resolution, best quality, 8k"
979,23467,"(H. P. Lovecraft, Cthulhu:1.3), (rabbit ears, standing, full body:1.3), a pier in a foggy settlement in the background, creepy dark atmosphere <lora:Raving Rabbids:1> Raving Rabbids, no human, (foggy background, fog, mist, epic realistic, rutkowski, hdr, intricate details, hyperdetailed, cinematic, rim light, muted colors:1.2), faded, depth of field, complex background, dramatic light  <lora:ApocalypseEngine2:0.9> POST-APOC, POSTAPOC_CHARACTER, POSTAPOC_SCENERY, (anime), (illustration), cartoon, detailed"
980,21510,<lyco:StephenGammell:1.0> A beautiful soul by Stephen Gammell
981,13820,"Masterpiece, absurdres,award winning photo, extremely detailed, amazing, fine detail, extremely detailed eyes and face, by lee jeffries nikon d850 film stock photograph 4 kodak portra 400 camera f1.6 lens rich colors hyper realistic lifelike texture dramatic lighting unrealengine trending on artstation cinestill 800 tungsten,beautiful woman, excited, smiling, ((tan skin, puffy lips)), seductive gaze, beautiful abd_woman, abd_body, perfect abd_face <lora:abd:1> face ultra closeup,"
982,4283,"the ending of the story is always rough and painful, (RAW photo, best quality), (photorealistic:1.4), masterpiece, highres, absurdres, highly detailed, intricate details, dark ambience, dark tones, gloomy, sombre, sorrow, 1girl, adult female, 28 y.o, sad, fake smile, tears, (teary eyes, teardrops:1), tears on the cheeks, black shirt blouse fully covered, plump, medium breasts, beside the window, cloudy, rainy, rains fall (raindrops on the window glass), ((close-up, sharp focus, cinematic look)), eye level shot, <lora:teary:0.8>"
983,6387,"professional award winning photo, rescuer in (highly detailed:1.1) orange pressure suit, face fully covered with a sci-fi gas mask, half submerged in black mud, new york, post-apocalyptic ruined city after the atomic explosion, (a lot of overturned wrecked cars), construction garbage, realistic, sharp focus, 8k high definition, insanely detailed, intricate, elegant, on winter day, by lee jeffries nikon d850 film stock photograph 4 kodak portra 400 camera f1.6 lens rich colors hyper realistic lifelike texture dramatic lighting unreal engine trending on artstation cinestill 800, deep shadow, black, Style-Cupola, (cinematic:1.3)"
984,16369,"1girl, anklet, bangs, bare_shoulders, barefoot, black_nails, blood, blood_on_clothes, blood_on_face, blood_on_hands, blood_splatter, blood_stain, breasts, cleavage, defloration, feet, heart, injury, jewelry, long_hair, looking_at_viewer, mori_calliope, nail_polish, navel, open_mouth, pink_eyes, pink_hair, pussy_juice, red_nails, single_thighhigh, solo, spikes, spread_legs, thighhighs, tiara, toenail_polish, toenails, torn_clothes, veil, virtual_youtuber"
985,28788,"<lora:Averiv0.3:0.8>, averi, forgirl, fox, female (anthro, black jacket, non-fur jacket), indoors room, indoors, analog horror, (bloody eyes:1.4), bloody face, (blood:1.6), (bloody room:1.5), unpleasant atmosphere, crazy face, knifes, sharp object, knife in hand, bloody knife, sharp object in hand, horror, blood on the fur, killer face, crazy, (heads on the walls, non-identifiable, corrupted, deformed), bloody head, lots of blood, nerve tickling, crazy bitch, looking at viewer, killing sight, eye contact, crazy eyes, corruption, unnerving feeling, color defficient, beating heart effect, corruption effects, satanic markings, (realistic:1.4), (hyperrealism:1.4), high quality, unnerving, (unpleasant:1.5), blood on jacket, blood on clothes, bloody scars, scars, gloves, blood on gloves, realisitc hands, bloodbath, dark place, demonic, no bright colors, grayscaled, killer instincts, human meat, cannibalism, exposed flesh, licking blood, molded meat, eye falling out, cut body parts"
986,10073,"an awarded profesional photo ofDeathmaster Snikch - A deadly Skaven assassin, clad in dark ninja-like attire and wielding concealed blades., ultradetailed, intricated face,(face details:1.1),perfect eyes, ideal body posture,perfect body proportions, by jeremy mann, by sandra chevrier, by maciej kuciara,(masterpiece:1.2),(ultradetailed:1.1), ultrasharp, (perfect, body:1.1),(realistic:1.3),(real shadow:1.2),3photo Fujifilm XT3, ,(perfect body proportions:1.1)<lyco:GoodHands-beta2:1>, intricated hands,(by Michelangelo),(profesional lights:1.3) (profesional photography:1.3),in Evernight Hollow: A deep, dark hollow where the sun's rays never reach, inhabited by nocturnal creatures., cowboy shot (character focus:1.1), depth of field, anatomically correct hand, perfect anatomy, ideal limbs, ideal arms, ideal hands"
987,10291,"(modelshoot style), (detailed face), ((woman waifu in a cramped rusty hydraulic mech exoskeleton)), sunset, grunge, oily, sweaty, dirty, ripped, post-apocalyptic"
988,31704,"nestskyo, 1guy, solo, white jacket, fingerless gloves, black t-shirt, cross t-shirt, denim pants, medium shot, brown eyes, fire at background, flames on hand, mountain, river <lora:KyoNests-000004:1>"
989,3400,"(extremely detailed CG unity 8k wallpaper, hasselblad award winner), detailed full-length photo of a (mad 40 years old man), Soviet scientist conducts a ((crazy experiment)), <lora:NecromancyAI:1> NecromancyAI, stands in a futuristic laboratory, disdain and angry, serious look, bloody experiment, ((crazy scientist with crazy eyes)), (close up), ((evil grin)), electricity everywhere, cinematic lighting, ambient soft lighting, dramatic lighting, diffused soft lighting, ((the horrific consequences) of the experiment around), elite, rich, highly detailed, intricate, small breasts, 8k HD, full body 8k render, photorealistic digital art trending on Artstation 8k HD high definition detailed realistic, masterpiece, high quality, sharp focus, hdr, cinema shot, trending on ArtStation, Intricate, High Detail, Sharp focus, dramatic, photorealistic painting art by midjourney"
990,5894,"dark fantasy art, uploaded on e621, nsfw, explicit, explict, (by charlietooga, charlie tooga, personalami), ((human)), high res, ((detailed realistic image)), (detailed eyes, expressive eyes), impasto impressionism, insane details, soft, cinematic lighting, pupils, (full body view), (athletic:1.1), (expressive face, detailed face), (realistic quality:1.3), photographic quality, full color, (3d:1), (forest background), (highly detailed:1.3), (very high quality:1.4), (masculine1.4), <lora:inuyashaLora_11:1>, official style, long hair, white hair, dog ears, yellow eyes, red kimono, (inuyasha:1),"
